# Solver information
# Time        	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
3033          	GAMG	6.289090e-02	1.308240e-04	2	true
3034          	GAMG	6.370790e-02	1.295300e-04	2	true
3035          	GAMG	6.392000e-02	1.305870e-04	2	true
3036          	GAMG	6.346010e-02	1.289130e-04	2	true
3037          	GAMG	6.304410e-02	1.257120e-04	2	true
3038          	GAMG	6.184760e-02	1.215650e-04	2	true
3039          	GAMG	6.104920e-02	1.242870e-04	2	true
3040          	GAMG	6.084470e-02	1.225940e-04	2	true
3041          	GAMG	5.969630e-02	1.215020e-04	2	true
3042          	GAMG	5.895430e-02	1.204580e-04	2	true
3043          	GAMG	5.872130e-02	1.180160e-04	2	true
3044          	GAMG	5.785550e-02	1.199560e-04	2	true
3045          	GAMG	5.825920e-02	1.221470e-04	2	true
3046          	GAMG	5.804700e-02	1.235420e-04	2	true
3047          	GAMG	5.745140e-02	1.281000e-04	2	true
3048          	GAMG	5.666980e-02	1.282160e-04	2	true
3049          	GAMG	5.636280e-02	1.274200e-04	2	true
3050          	GAMG	5.526890e-02	1.250150e-04	2	true
3051          	GAMG	5.565880e-02	1.258890e-04	2	true
3052          	GAMG	5.573830e-02	1.209090e-04	2	true
3053          	GAMG	5.584170e-02	1.213660e-04	2	true
3054          	GAMG	5.654990e-02	1.179400e-04	2	true
3055          	GAMG	5.693090e-02	1.192630e-04	2	true
3056          	GAMG	5.778080e-02	1.219660e-04	2	true
3057          	GAMG	5.763330e-02	1.176400e-04	2	true
3058          	GAMG	5.722080e-02	1.165160e-04	2	true
3059          	GAMG	5.672620e-02	1.171670e-04	2	true
3060          	GAMG	5.693210e-02	1.191180e-04	2	true
3061          	GAMG	5.754060e-02	1.238010e-04	2	true
3062          	GAMG	5.765360e-02	1.228980e-04	2	true
3063          	GAMG	5.814600e-02	1.269920e-04	2	true
3064          	GAMG	5.914500e-02	1.304310e-04	2	true
3065          	GAMG	5.894210e-02	1.295890e-04	2	true
3066          	GAMG	5.960970e-02	1.392280e-04	2	true
3067          	GAMG	5.979750e-02	1.384190e-04	2	true
3068          	GAMG	5.964720e-02	1.366070e-04	2	true
3069          	GAMG	6.049660e-02	1.369560e-04	2	true
3070          	GAMG	6.061620e-02	1.312720e-04	2	true
3071          	GAMG	6.058190e-02	1.249080e-04	2	true
3072          	GAMG	5.999860e-02	1.274360e-04	2	true
3073          	GAMG	5.932800e-02	1.294130e-04	2	true
3074          	GAMG	5.907970e-02	1.301450e-04	2	true
3075          	GAMG	5.863010e-02	1.336590e-04	2	true
3076          	GAMG	5.913560e-02	1.345370e-04	2	true
3077          	GAMG	5.947050e-02	1.355870e-04	2	true
3078          	GAMG	5.920050e-02	1.324200e-04	2	true
3079          	GAMG	5.922280e-02	1.335040e-04	2	true
3080          	GAMG	5.925550e-02	1.358740e-04	2	true
3081          	GAMG	5.998430e-02	1.365920e-04	2	true
3082          	GAMG	6.019720e-02	1.365430e-04	2	true
3083          	GAMG	6.051050e-02	1.399550e-04	2	true
3084          	GAMG	6.167790e-02	1.397800e-04	2	true
3085          	GAMG	6.246980e-02	1.319230e-04	2	true
3086          	GAMG	6.330470e-02	1.264330e-04	2	true
3087          	GAMG	6.409390e-02	1.249880e-04	2	true
3088          	GAMG	6.493280e-02	1.248500e-04	2	true
3089          	GAMG	6.486660e-02	1.250700e-04	2	true
3090          	GAMG	6.582590e-02	1.266220e-04	2	true
3091          	GAMG	6.507690e-02	1.292010e-04	2	true
3092          	GAMG	6.522420e-02	1.222940e-04	2	true
3093          	GAMG	6.504200e-02	1.184810e-04	2	true
3094          	GAMG	6.460600e-02	1.212940e-04	2	true
3095          	GAMG	6.484900e-02	1.251470e-04	2	true
3096          	GAMG	6.452660e-02	1.242580e-04	2	true
3097          	GAMG	6.437340e-02	1.262280e-04	2	true
3098          	GAMG	6.358280e-02	1.332160e-04	2	true
3099          	GAMG	6.344620e-02	1.287690e-04	2	true
3100          	GAMG	6.322350e-02	1.267230e-04	2	true
3101          	GAMG	6.191530e-02	1.259020e-04	2	true
3102          	GAMG	6.091530e-02	1.301310e-04	2	true
3103          	GAMG	5.998390e-02	1.282350e-04	2	true
3104          	GAMG	5.967430e-02	1.330960e-04	2	true
3105          	GAMG	5.970250e-02	1.300000e-04	2	true
3106          	GAMG	5.981460e-02	1.252300e-04	2	true
3107          	GAMG	6.024500e-02	1.209920e-04	2	true
3108          	GAMG	6.139890e-02	1.238520e-04	2	true
3109          	GAMG	6.106850e-02	1.212780e-04	2	true
3110          	GAMG	6.104200e-02	1.229740e-04	2	true
3111          	GAMG	6.017450e-02	1.223680e-04	2	true
3112          	GAMG	5.997980e-02	1.222680e-04	2	true
3113          	GAMG	5.942800e-02	1.170280e-04	2	true
3114          	GAMG	5.897800e-02	1.146200e-04	2	true
3115          	GAMG	5.805410e-02	1.089150e-04	2	true
3116          	GAMG	5.776200e-02	1.140250e-04	2	true
3117          	GAMG	5.745980e-02	1.172610e-04	2	true
3118          	GAMG	5.751610e-02	1.184270e-04	2	true
3119          	GAMG	5.782980e-02	1.167920e-04	2	true
3120          	GAMG	5.784520e-02	1.162450e-04	2	true
3121          	GAMG	5.791140e-02	1.191130e-04	2	true
3122          	GAMG	5.864050e-02	1.217690e-04	2	true
3123          	GAMG	5.851720e-02	1.263010e-04	2	true
3124          	GAMG	5.803240e-02	1.268470e-04	2	true
3125          	GAMG	5.800620e-02	1.314340e-04	2	true
3126          	GAMG	5.839150e-02	1.276220e-04	2	true
3127          	GAMG	5.834510e-02	1.295930e-04	2	true
3128          	GAMG	5.806430e-02	1.332860e-04	2	true
3129          	GAMG	5.842980e-02	1.326850e-04	2	true
3130          	GAMG	5.903990e-02	1.356630e-04	2	true
3131          	GAMG	5.947710e-02	1.385290e-04	2	true
3132          	GAMG	5.976110e-02	1.407060e-04	2	true
3133          	GAMG	5.998280e-02	1.418390e-04	2	true
3134          	GAMG	6.048000e-02	1.402990e-04	2	true
3135          	GAMG	6.127540e-02	1.385240e-04	2	true
3136          	GAMG	6.190520e-02	1.336180e-04	2	true
3137          	GAMG	6.217860e-02	1.344420e-04	2	true
3138          	GAMG	6.174750e-02	1.267310e-04	2	true
3139          	GAMG	6.108710e-02	1.270710e-04	2	true
3140          	GAMG	6.120460e-02	1.256780e-04	2	true
3141          	GAMG	5.949030e-02	1.305050e-04	2	true
3142          	GAMG	5.936350e-02	1.318220e-04	2	true
3143          	GAMG	5.959330e-02	1.349820e-04	2	true
3144          	GAMG	6.026340e-02	1.415440e-04	2	true
3145          	GAMG	5.975190e-02	1.362370e-04	2	true
3146          	GAMG	6.044220e-02	1.341000e-04	2	true
3147          	GAMG	6.129350e-02	1.356980e-04	2	true
3148          	GAMG	6.158350e-02	1.334210e-04	2	true
3149          	GAMG	6.224950e-02	1.363720e-04	2	true
3150          	GAMG	6.175000e-02	1.351810e-04	2	true
3151          	GAMG	6.165980e-02	1.393810e-04	2	true
3152          	GAMG	6.167500e-02	1.363500e-04	2	true
3153          	GAMG	6.183650e-02	1.306740e-04	2	true
3154          	GAMG	6.199970e-02	1.286150e-04	2	true
3155          	GAMG	6.162120e-02	1.285440e-04	2	true
3156          	GAMG	6.099560e-02	1.242420e-04	2	true
3157          	GAMG	6.108810e-02	1.262320e-04	2	true
3158          	GAMG	5.945070e-02	1.224530e-04	2	true
3159          	GAMG	5.845840e-02	1.195610e-04	2	true
3160          	GAMG	5.820700e-02	1.143340e-04	2	true
3161          	GAMG	5.771570e-02	1.109340e-04	2	true
3162          	GAMG	5.719270e-02	1.109480e-04	2	true
3163          	GAMG	5.734000e-02	1.117520e-04	2	true
3164          	GAMG	5.732710e-02	1.134630e-04	2	true
3165          	GAMG	5.628330e-02	1.122940e-04	2	true
3166          	GAMG	5.576990e-02	1.136550e-04	2	true
3167          	GAMG	5.500370e-02	1.156600e-04	2	true
3168          	GAMG	5.412270e-02	1.189480e-04	2	true
3169          	GAMG	5.384830e-02	1.217880e-04	2	true
3170          	GAMG	5.358850e-02	1.221760e-04	2	true
3171          	GAMG	5.407190e-02	1.199140e-04	2	true
3172          	GAMG	5.478020e-02	1.211490e-04	2	true
3173          	GAMG	5.565450e-02	1.203300e-04	2	true
3174          	GAMG	5.610610e-02	1.198060e-04	2	true
3175          	GAMG	5.627220e-02	1.173630e-04	2	true
3176          	GAMG	5.646900e-02	1.136180e-04	2	true
3177          	GAMG	5.698180e-02	1.098500e-04	2	true
3178          	GAMG	5.690490e-02	1.114950e-04	2	true
3179          	GAMG	5.654430e-02	1.109870e-04	2	true
3180          	GAMG	5.629110e-02	1.150920e-04	2	true
3181          	GAMG	5.615610e-02	1.134660e-04	2	true
3182          	GAMG	5.539750e-02	1.141600e-04	2	true
3183          	GAMG	5.521130e-02	1.114440e-04	2	true
3184          	GAMG	5.578790e-02	1.143150e-04	2	true
3185          	GAMG	5.638920e-02	1.151330e-04	2	true
3186          	GAMG	5.679340e-02	1.140060e-04	2	true
3187          	GAMG	5.725010e-02	1.157370e-04	2	true
3188          	GAMG	5.708230e-02	1.142860e-04	2	true
3189          	GAMG	5.684170e-02	1.071920e-04	2	true
3190          	GAMG	5.627000e-02	1.063150e-04	2	true
3191          	GAMG	5.567680e-02	1.155930e-04	2	true
3192          	GAMG	5.525660e-02	1.135940e-04	2	true
3193          	GAMG	5.478380e-02	1.183620e-04	2	true
3194          	GAMG	5.391610e-02	1.165450e-04	2	true
3195          	GAMG	5.340700e-02	1.115120e-04	2	true
3196          	GAMG	5.289190e-02	1.160080e-04	2	true
3197          	GAMG	5.260170e-02	1.152490e-04	2	true
3198          	GAMG	5.262320e-02	1.172290e-04	2	true
3199          	GAMG	5.308030e-02	1.162530e-04	2	true
3200          	GAMG	5.351690e-02	1.176080e-04	2	true
3201          	GAMG	5.447220e-02	1.168310e-04	2	true
3202          	GAMG	5.539260e-02	1.138920e-04	2	true
3203          	GAMG	5.669400e-02	1.126400e-04	2	true
3204          	GAMG	5.787200e-02	1.116620e-04	2	true
3205          	GAMG	5.808290e-02	1.118210e-04	2	true
3206          	GAMG	5.843200e-02	1.145830e-04	2	true
3207          	GAMG	5.946260e-02	1.168910e-04	2	true
3208          	GAMG	6.046760e-02	1.229700e-04	2	true
3209          	GAMG	6.176800e-02	1.260520e-04	2	true
3210          	GAMG	6.282200e-02	1.189030e-04	2	true
3211          	GAMG	6.263740e-02	1.180080e-04	2	true
3212          	GAMG	6.355950e-02	1.188000e-04	2	true
3213          	GAMG	6.382790e-02	1.196010e-04	2	true
3214          	GAMG	6.333140e-02	1.214540e-04	2	true
3215          	GAMG	6.346670e-02	1.197490e-04	2	true
3216          	GAMG	6.381860e-02	1.189480e-04	2	true
3217          	GAMG	6.358450e-02	1.213720e-04	2	true
3218          	GAMG	6.377450e-02	1.291980e-04	2	true
3219          	GAMG	6.341900e-02	1.320200e-04	2	true
3220          	GAMG	6.418850e-02	1.303860e-04	2	true
3221          	GAMG	6.419610e-02	1.346650e-04	2	true
3222          	GAMG	6.390220e-02	1.424780e-04	2	true
3223          	GAMG	6.321220e-02	1.424980e-04	2	true
3224          	GAMG	6.299190e-02	1.480640e-04	2	true
3225          	GAMG	6.335310e-02	1.511740e-04	2	true
3226          	GAMG	6.422520e-02	1.547760e-04	2	true
3227          	GAMG	6.373610e-02	1.569690e-04	2	true
3228          	GAMG	6.302450e-02	1.561380e-04	2	true
3229          	GAMG	6.368160e-02	1.563800e-04	2	true
3230          	GAMG	6.464870e-02	1.578690e-04	2	true
3231          	GAMG	6.441360e-02	1.532630e-04	2	true
3232          	GAMG	6.385700e-02	1.495330e-04	2	true
3233          	GAMG	6.392310e-02	1.477850e-04	2	true
3234          	GAMG	6.498580e-02	1.475220e-04	2	true
3235          	GAMG	6.513340e-02	1.424030e-04	2	true
3236          	GAMG	6.503340e-02	1.443560e-04	2	true
3237          	GAMG	6.468660e-02	1.440770e-04	2	true
3238          	GAMG	6.459950e-02	1.450250e-04	2	true
3239          	GAMG	6.441480e-02	1.417720e-04	2	true
3240          	GAMG	6.484500e-02	1.464070e-04	2	true
3241          	GAMG	6.490030e-02	1.446780e-04	2	true
3242          	GAMG	6.491920e-02	1.420140e-04	2	true
3243          	GAMG	6.455440e-02	1.404680e-04	2	true
3244          	GAMG	6.379710e-02	1.369030e-04	2	true
3245          	GAMG	6.367590e-02	1.332720e-04	2	true
3246          	GAMG	6.304160e-02	1.318280e-04	2	true
3247          	GAMG	6.213240e-02	1.344520e-04	2	true
3248          	GAMG	6.120780e-02	1.322160e-04	2	true
3249          	GAMG	6.047700e-02	1.332990e-04	2	true
3250          	GAMG	5.931340e-02	1.266470e-04	2	true
3251          	GAMG	5.820650e-02	1.223910e-04	2	true
3252          	GAMG	5.634530e-02	1.174490e-04	2	true
3253          	GAMG	5.574680e-02	1.139190e-04	2	true
3254          	GAMG	5.432950e-02	1.129040e-04	2	true
3255          	GAMG	5.376330e-02	1.173570e-04	2	true
3256          	GAMG	5.371320e-02	1.154940e-04	2	true
3257          	GAMG	5.337790e-02	1.111390e-04	2	true
3258          	GAMG	5.257410e-02	1.103090e-04	2	true
3259          	GAMG	5.179220e-02	1.061610e-04	2	true
3260          	GAMG	5.155970e-02	1.032870e-04	2	true
3261          	GAMG	5.099730e-02	1.062530e-04	2	true
3262          	GAMG	5.111870e-02	1.034350e-04	2	true
3263          	GAMG	5.087290e-02	1.018900e-04	2	true
3264          	GAMG	5.092530e-02	1.006010e-04	2	true
3265          	GAMG	5.104850e-02	9.560230e-05	2	true
3266          	GAMG	5.129970e-02	9.778460e-05	2	true
3267          	GAMG	5.162750e-02	9.945120e-05	2	true
3268          	GAMG	5.161980e-02	1.005400e-04	2	true
3269          	GAMG	5.147810e-02	1.005300e-04	2	true
3270          	GAMG	5.142960e-02	1.021200e-04	2	true
3271          	GAMG	5.139080e-02	1.054010e-04	2	true
3272          	GAMG	5.217810e-02	1.054090e-04	2	true
3273          	GAMG	5.222830e-02	1.056980e-04	2	true
3274          	GAMG	5.289250e-02	1.046160e-04	2	true
3275          	GAMG	5.241170e-02	1.097420e-04	2	true
3276          	GAMG	5.258950e-02	1.134250e-04	2	true
3277          	GAMG	5.243960e-02	1.169580e-04	2	true
3278          	GAMG	5.269450e-02	1.146930e-04	2	true
3279          	GAMG	5.259720e-02	1.176720e-04	2	true
3280          	GAMG	5.298790e-02	1.162980e-04	2	true
3281          	GAMG	5.379950e-02	1.169270e-04	2	true
3282          	GAMG	5.425340e-02	1.170650e-04	2	true
3283          	GAMG	5.493200e-02	1.139270e-04	2	true
3284          	GAMG	5.507490e-02	1.122600e-04	2	true
3285          	GAMG	5.609820e-02	1.128830e-04	2	true
3286          	GAMG	5.638000e-02	1.135190e-04	2	true
3287          	GAMG	5.575050e-02	1.147370e-04	2	true
3288          	GAMG	5.586850e-02	1.163180e-04	2	true
3289          	GAMG	5.594700e-02	1.169070e-04	2	true
3290          	GAMG	5.528200e-02	1.132870e-04	2	true
3291          	GAMG	5.516980e-02	1.126310e-04	2	true
3292          	GAMG	5.572500e-02	1.123320e-04	2	true
3293          	GAMG	5.550680e-02	1.110460e-04	2	true
3294          	GAMG	5.558010e-02	1.138890e-04	2	true
3295          	GAMG	5.554440e-02	1.163840e-04	2	true
3296          	GAMG	5.592100e-02	1.173410e-04	2	true
3297          	GAMG	5.592900e-02	1.208910e-04	2	true
3298          	GAMG	5.657530e-02	1.144790e-04	2	true
3299          	GAMG	5.651050e-02	1.117120e-04	2	true
3300          	GAMG	5.664740e-02	1.094500e-04	2	true
3301          	GAMG	5.616780e-02	1.096560e-04	2	true
3302          	GAMG	5.662300e-02	1.120380e-04	2	true
3303          	GAMG	5.667400e-02	1.093770e-04	2	true
3304          	GAMG	5.741560e-02	1.077310e-04	2	true
3305          	GAMG	5.767960e-02	1.093560e-04	2	true
3306          	GAMG	5.786250e-02	1.150210e-04	2	true
3307          	GAMG	5.774660e-02	1.154880e-04	2	true
3308          	GAMG	5.825120e-02	1.187020e-04	2	true
3309          	GAMG	5.779970e-02	1.203520e-04	2	true
3310          	GAMG	5.815040e-02	1.211550e-04	2	true
3311          	GAMG	5.824910e-02	1.196940e-04	2	true
3312          	GAMG	5.900560e-02	1.240790e-04	2	true
3313          	GAMG	5.949440e-02	1.282810e-04	2	true
3314          	GAMG	5.926080e-02	1.353290e-04	2	true
3315          	GAMG	6.030410e-02	1.335990e-04	2	true
3316          	GAMG	5.985510e-02	1.315490e-04	2	true
3317          	GAMG	6.007820e-02	1.310620e-04	2	true
3318          	GAMG	6.049160e-02	1.313530e-04	2	true
3319          	GAMG	6.029960e-02	1.338420e-04	2	true
3320          	GAMG	6.058240e-02	1.359340e-04	2	true
3321          	GAMG	6.111350e-02	1.380410e-04	2	true
3322          	GAMG	6.196760e-02	1.397810e-04	2	true
3323          	GAMG	6.215520e-02	1.433600e-04	2	true
3324          	GAMG	6.314560e-02	1.419810e-04	2	true
3325          	GAMG	6.339290e-02	1.437330e-04	2	true
3326          	GAMG	6.354380e-02	1.467660e-04	2	true
3327          	GAMG	6.347340e-02	1.422990e-04	2	true
3328          	GAMG	6.438120e-02	1.415260e-04	2	true
3329          	GAMG	6.388310e-02	1.388520e-04	2	true
3330          	GAMG	6.449330e-02	1.341670e-04	2	true
3331          	GAMG	6.447860e-02	1.296180e-04	2	true
3332          	GAMG	6.360310e-02	1.295560e-04	2	true
3333          	GAMG	6.431040e-02	1.285320e-04	2	true
3334          	GAMG	6.330590e-02	1.266700e-04	2	true
3335          	GAMG	6.246580e-02	1.253330e-04	2	true
3336          	GAMG	6.221260e-02	1.283940e-04	2	true
3337          	GAMG	6.188830e-02	1.266430e-04	2	true
3338          	GAMG	6.078110e-02	1.248880e-04	2	true
3339          	GAMG	6.023940e-02	1.218240e-04	2	true
3340          	GAMG	5.966040e-02	1.238800e-04	2	true
3341          	GAMG	5.893290e-02	1.292100e-04	2	true
3342          	GAMG	5.857110e-02	1.317670e-04	2	true
3343          	GAMG	5.868980e-02	1.330210e-04	2	true
3344          	GAMG	5.906430e-02	1.342650e-04	2	true
3345          	GAMG	5.827510e-02	1.339930e-04	2	true
3346          	GAMG	5.805130e-02	1.283620e-04	2	true
3347          	GAMG	5.809510e-02	1.254930e-04	2	true
3348          	GAMG	5.800670e-02	1.265970e-04	2	true
3349          	GAMG	5.781550e-02	1.254930e-04	2	true
3350          	GAMG	5.623260e-02	1.153680e-04	2	true
3351          	GAMG	5.512390e-02	1.132550e-04	2	true
3352          	GAMG	5.469040e-02	1.150380e-04	2	true
3353          	GAMG	5.418370e-02	1.140820e-04	2	true
3354          	GAMG	5.413670e-02	1.180460e-04	2	true
3355          	GAMG	5.411950e-02	1.253480e-04	2	true
3356          	GAMG	5.437220e-02	1.269060e-04	2	true
3357          	GAMG	5.424380e-02	1.270780e-04	2	true
3358          	GAMG	5.456900e-02	1.274220e-04	2	true
3359          	GAMG	5.413900e-02	1.285010e-04	2	true
3360          	GAMG	5.483070e-02	1.317570e-04	2	true
3361          	GAMG	5.552800e-02	1.348120e-04	2	true
3362          	GAMG	5.672110e-02	1.427730e-04	2	true
3363          	GAMG	5.739420e-02	1.460450e-04	2	true
3364          	GAMG	5.802980e-02	1.477420e-04	2	true
3365          	GAMG	5.845060e-02	1.474550e-04	2	true
3366          	GAMG	5.808420e-02	1.408360e-04	2	true
3367          	GAMG	5.787000e-02	1.451000e-04	2	true
3368          	GAMG	5.806140e-02	1.568090e-04	2	true
3369          	GAMG	5.807650e-02	1.583130e-04	2	true
3370          	GAMG	5.842020e-02	1.584390e-04	2	true
3371          	GAMG	5.859430e-02	1.546480e-04	2	true
3372          	GAMG	5.929160e-02	1.503970e-04	2	true
3373          	GAMG	5.926130e-02	1.408610e-04	2	true
3374          	GAMG	6.017960e-02	1.447890e-04	2	true
3375          	GAMG	6.085970e-02	1.462390e-04	2	true
3376          	GAMG	6.114110e-02	1.418560e-04	2	true
3377          	GAMG	6.010480e-02	1.364150e-04	2	true
3378          	GAMG	6.055120e-02	1.342990e-04	2	true
3379          	GAMG	6.072220e-02	1.319270e-04	2	true
3380          	GAMG	6.058070e-02	1.324760e-04	2	true
3381          	GAMG	6.023220e-02	1.356130e-04	2	true
3382          	GAMG	6.086730e-02	1.304960e-04	2	true
3383          	GAMG	6.083270e-02	1.265960e-04	2	true
3384          	GAMG	6.030930e-02	1.280050e-04	2	true
3385          	GAMG	6.096920e-02	1.292770e-04	2	true
3386          	GAMG	6.174590e-02	1.270870e-04	2	true
3387          	GAMG	6.207440e-02	1.256200e-04	2	true
3388          	GAMG	6.250660e-02	1.285800e-04	2	true
3389          	GAMG	6.257920e-02	1.269060e-04	2	true
3390          	GAMG	6.210370e-02	1.244130e-04	2	true
3391          	GAMG	6.190720e-02	1.287380e-04	2	true
3392          	GAMG	6.109890e-02	1.342410e-04	2	true
3393          	GAMG	6.048740e-02	1.308470e-04	2	true
3394          	GAMG	5.961120e-02	1.261870e-04	2	true
3395          	GAMG	5.926360e-02	1.178020e-04	2	true
3396          	GAMG	5.879080e-02	1.228680e-04	2	true
3397          	GAMG	5.899420e-02	1.230320e-04	2	true
3398          	GAMG	5.958200e-02	1.184630e-04	2	true
3399          	GAMG	5.980890e-02	1.160550e-04	2	true
3400          	GAMG	5.993790e-02	1.142720e-04	2	true
3401          	GAMG	6.037830e-02	1.149400e-04	2	true
3402          	GAMG	6.034650e-02	1.193910e-04	2	true
3403          	GAMG	6.001630e-02	1.203430e-04	2	true
3404          	GAMG	6.031880e-02	1.218870e-04	2	true
3405          	GAMG	6.050780e-02	1.253170e-04	2	true
3406          	GAMG	6.197430e-02	1.249390e-04	2	true
3407          	GAMG	6.310490e-02	1.226110e-04	2	true
3408          	GAMG	6.324780e-02	1.273530e-04	2	true
3409          	GAMG	6.279440e-02	1.264310e-04	2	true
3410          	GAMG	6.258500e-02	1.240160e-04	2	true
3411          	GAMG	6.249190e-02	1.210150e-04	2	true
3412          	GAMG	6.211110e-02	1.237930e-04	2	true
3413          	GAMG	6.212630e-02	1.211890e-04	2	true
3414          	GAMG	6.230340e-02	1.226290e-04	2	true
3415          	GAMG	6.222540e-02	1.262820e-04	2	true
3416          	GAMG	6.219980e-02	1.281100e-04	2	true
3417          	GAMG	6.261540e-02	1.275850e-04	2	true
3418          	GAMG	6.261110e-02	1.261810e-04	2	true
3419          	GAMG	6.247390e-02	1.289640e-04	2	true
3420          	GAMG	6.147030e-02	1.343820e-04	2	true
3421          	GAMG	6.162430e-02	1.315030e-04	2	true
3422          	GAMG	6.116710e-02	1.284670e-04	2	true
3423          	GAMG	6.122550e-02	1.246910e-04	2	true
3424          	GAMG	6.158270e-02	1.240630e-04	2	true
3425          	GAMG	6.240750e-02	1.248880e-04	2	true
3426          	GAMG	6.224250e-02	1.254560e-04	2	true
3427          	GAMG	6.188770e-02	1.283740e-04	2	true
3428          	GAMG	6.148210e-02	1.356070e-04	2	true
3429          	GAMG	6.084380e-02	1.341120e-04	2	true
3430          	GAMG	6.026730e-02	1.369800e-04	2	true
3431          	GAMG	5.908990e-02	1.343220e-04	2	true
3432          	GAMG	5.891930e-02	1.332160e-04	2	true
3433          	GAMG	5.884440e-02	1.266270e-04	2	true
3434          	GAMG	5.909440e-02	1.274640e-04	2	true
3435          	GAMG	5.810340e-02	1.290080e-04	2	true
3436          	GAMG	5.934160e-02	1.298270e-04	2	true
3437          	GAMG	5.970180e-02	1.295410e-04	2	true
3438          	GAMG	6.035240e-02	1.353280e-04	2	true
3439          	GAMG	5.956610e-02	1.310060e-04	2	true
3440          	GAMG	5.962160e-02	1.327070e-04	2	true
3441          	GAMG	5.964220e-02	1.328340e-04	2	true
3442          	GAMG	6.012270e-02	1.308390e-04	2	true
3443          	GAMG	5.980110e-02	1.285870e-04	2	true
3444          	GAMG	5.944160e-02	1.289800e-04	2	true
3445          	GAMG	5.933810e-02	1.231090e-04	2	true
3446          	GAMG	5.892900e-02	1.212350e-04	2	true
3447          	GAMG	5.932540e-02	1.240510e-04	2	true
3448          	GAMG	5.921090e-02	1.209560e-04	2	true
3449          	GAMG	5.942780e-02	1.249140e-04	2	true
3450          	GAMG	5.925220e-02	1.221430e-04	2	true
3451          	GAMG	5.955690e-02	1.227090e-04	2	true
3452          	GAMG	5.994960e-02	1.212340e-04	2	true
3453          	GAMG	6.105170e-02	1.205310e-04	2	true
3454          	GAMG	6.200630e-02	1.164560e-04	2	true
3455          	GAMG	6.269070e-02	1.183140e-04	2	true
3456          	GAMG	6.263010e-02	1.180970e-04	2	true
3457          	GAMG	6.195500e-02	1.225470e-04	2	true
3458          	GAMG	6.115800e-02	1.198940e-04	2	true
3459          	GAMG	6.005270e-02	1.150450e-04	2	true
3460          	GAMG	5.912230e-02	1.146840e-04	2	true
3461          	GAMG	5.757010e-02	1.186790e-04	2	true
3462          	GAMG	5.698010e-02	1.287660e-04	2	true
3463          	GAMG	5.677150e-02	1.188640e-04	2	true
3464          	GAMG	5.608930e-02	1.108000e-04	2	true
3465          	GAMG	5.611500e-02	1.111770e-04	2	true
3466          	GAMG	5.583030e-02	1.115540e-04	2	true
3467          	GAMG	5.555190e-02	1.105630e-04	2	true
3468          	GAMG	5.497450e-02	1.075430e-04	2	true
3469          	GAMG	5.510300e-02	1.085450e-04	2	true
3470          	GAMG	5.580320e-02	1.071180e-04	2	true
3471          	GAMG	5.561700e-02	1.043690e-04	2	true
3472          	GAMG	5.569770e-02	1.064710e-04	2	true
3473          	GAMG	5.514530e-02	1.060700e-04	2	true
3474          	GAMG	5.484140e-02	1.017410e-04	2	true
3475          	GAMG	5.460470e-02	1.035220e-04	2	true
3476          	GAMG	5.412960e-02	1.063200e-04	2	true
3477          	GAMG	5.395060e-02	1.121800e-04	2	true
3478          	GAMG	5.407000e-02	1.169860e-04	2	true
