# Solver information
# Time        	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
486           	GAMG	7.741250e-02	1.736970e-04	2	true
487           	GAMG	7.683990e-02	1.743790e-04	2	true
488           	GAMG	7.644120e-02	1.690330e-04	2	true
489           	GAMG	7.527770e-02	1.705990e-04	2	true
490           	GAMG	7.477880e-02	1.693630e-04	2	true
491           	GAMG	7.483460e-02	1.664330e-04	2	true
492           	GAMG	7.493220e-02	1.612410e-04	2	true
493           	GAMG	7.545440e-02	1.640980e-04	2	true
494           	GAMG	7.527500e-02	1.630820e-04	2	true
495           	GAMG	7.465620e-02	1.581860e-04	2	true
496           	GAMG	7.345080e-02	1.483180e-04	2	true
497           	GAMG	7.283580e-02	1.527920e-04	2	true
498           	GAMG	7.325060e-02	1.580740e-04	2	true
499           	GAMG	7.264620e-02	1.620430e-04	2	true
500           	GAMG	7.134980e-02	1.607230e-04	2	true
501           	GAMG	7.038200e-02	1.534090e-04	2	true
502           	GAMG	6.871050e-02	1.606110e-04	2	true
503           	GAMG	6.814490e-02	1.599850e-04	2	true
504           	GAMG	6.690900e-02	1.597150e-04	2	true
505           	GAMG	6.636290e-02	1.625790e-04	2	true
506           	GAMG	6.557300e-02	1.608790e-04	2	true
507           	GAMG	6.541060e-02	1.565900e-04	2	true
508           	GAMG	6.464770e-02	1.597190e-04	2	true
509           	GAMG	6.449610e-02	1.596370e-04	2	true
510           	GAMG	6.457260e-02	1.533150e-04	2	true
511           	GAMG	6.493350e-02	1.559530e-04	2	true
512           	GAMG	6.500870e-02	1.557310e-04	2	true
513           	GAMG	6.457070e-02	1.493300e-04	2	true
514           	GAMG	6.518510e-02	1.507870e-04	2	true
515           	GAMG	6.450960e-02	1.421340e-04	2	true
516           	GAMG	6.489030e-02	1.521660e-04	2	true
517           	GAMG	6.543340e-02	1.491880e-04	2	true
518           	GAMG	6.564200e-02	1.557470e-04	2	true
519           	GAMG	6.648130e-02	1.628690e-04	2	true
520           	GAMG	6.680280e-02	1.661510e-04	2	true
521           	GAMG	6.653060e-02	1.664370e-04	2	true
522           	GAMG	6.732700e-02	1.659260e-04	2	true
523           	GAMG	6.767470e-02	1.709010e-04	2	true
524           	GAMG	6.873970e-02	1.656580e-04	2	true
525           	GAMG	7.028160e-02	1.665730e-04	2	true
526           	GAMG	7.063050e-02	1.735360e-04	2	true
527           	GAMG	7.177960e-02	1.751460e-04	2	true
528           	GAMG	7.242320e-02	1.738840e-04	2	true
529           	GAMG	7.226430e-02	1.735410e-04	2	true
530           	GAMG	7.271730e-02	1.700410e-04	2	true
531           	GAMG	7.262890e-02	1.695380e-04	2	true
532           	GAMG	7.279590e-02	1.593660e-04	2	true
533           	GAMG	7.263760e-02	1.534100e-04	2	true
534           	GAMG	7.237930e-02	1.545260e-04	2	true
535           	GAMG	7.197510e-02	1.582680e-04	2	true
536           	GAMG	7.205120e-02	1.668310e-04	2	true
537           	GAMG	7.183280e-02	1.685560e-04	2	true
538           	GAMG	7.210710e-02	1.643030e-04	2	true
539           	GAMG	7.134830e-02	1.631180e-04	2	true
540           	GAMG	7.122400e-02	1.591440e-04	2	true
541           	GAMG	7.042330e-02	1.573280e-04	2	true
542           	GAMG	6.952130e-02	1.551510e-04	2	true
543           	GAMG	6.844700e-02	1.533570e-04	2	true
544           	GAMG	6.780610e-02	1.468740e-04	2	true
545           	GAMG	6.709420e-02	1.477840e-04	2	true
546           	GAMG	6.665680e-02	1.513270e-04	2	true
547           	GAMG	6.731910e-02	1.530080e-04	2	true
548           	GAMG	6.788370e-02	1.569370e-04	2	true
549           	GAMG	6.832330e-02	1.614370e-04	2	true
550           	GAMG	6.821340e-02	1.590890e-04	2	true
551           	GAMG	6.828890e-02	1.628420e-04	2	true
552           	GAMG	6.848920e-02	1.626500e-04	2	true
553           	GAMG	6.844250e-02	1.614770e-04	2	true
554           	GAMG	6.786860e-02	1.676980e-04	2	true
555           	GAMG	6.822900e-02	1.661010e-04	2	true
556           	GAMG	6.899160e-02	1.616120e-04	2	true
557           	GAMG	6.925290e-02	1.615830e-04	2	true
558           	GAMG	6.987210e-02	1.569970e-04	2	true
559           	GAMG	6.917250e-02	1.562020e-04	2	true
560           	GAMG	6.901710e-02	1.565060e-04	2	true
561           	GAMG	6.926980e-02	1.547960e-04	2	true
562           	GAMG	6.926730e-02	1.543200e-04	2	true
563           	GAMG	6.934820e-02	1.506730e-04	2	true
564           	GAMG	7.004160e-02	1.529720e-04	2	true
565           	GAMG	7.055130e-02	1.539820e-04	2	true
566           	GAMG	7.047520e-02	1.539120e-04	2	true
567           	GAMG	7.088810e-02	1.493870e-04	2	true
568           	GAMG	7.165670e-02	1.610220e-04	2	true
569           	GAMG	7.186390e-02	1.625650e-04	2	true
570           	GAMG	7.145320e-02	1.635190e-04	2	true
571           	GAMG	7.141450e-02	1.678600e-04	2	true
572           	GAMG	7.081350e-02	1.659590e-04	2	true
573           	GAMG	7.091550e-02	1.587320e-04	2	true
574           	GAMG	7.042880e-02	1.537940e-04	2	true
575           	GAMG	7.071010e-02	1.537860e-04	2	true
576           	GAMG	7.055520e-02	1.490420e-04	2	true
577           	GAMG	7.163360e-02	1.491440e-04	2	true
578           	GAMG	7.349050e-02	1.485860e-04	2	true
579           	GAMG	7.350670e-02	1.453090e-04	2	true
580           	GAMG	7.402540e-02	1.445630e-04	2	true
581           	GAMG	7.443480e-02	1.441730e-04	2	true
582           	GAMG	7.466180e-02	1.472810e-04	2	true
583           	GAMG	7.493030e-02	1.493410e-04	2	true
584           	GAMG	7.438500e-02	1.475760e-04	2	true
585           	GAMG	7.437170e-02	1.470840e-04	2	true
586           	GAMG	7.424380e-02	1.526100e-04	2	true
587           	GAMG	7.423340e-02	1.535260e-04	2	true
588           	GAMG	7.363280e-02	1.557950e-04	2	true
589           	GAMG	7.381330e-02	1.514670e-04	2	true
590           	GAMG	7.344040e-02	1.489810e-04	2	true
591           	GAMG	7.363480e-02	1.512260e-04	2	true
592           	GAMG	7.337490e-02	1.561720e-04	2	true
593           	GAMG	7.252550e-02	1.568670e-04	2	true
594           	GAMG	7.072360e-02	1.541070e-04	2	true
595           	GAMG	7.034020e-02	1.527660e-04	2	true
596           	GAMG	6.998960e-02	1.508310e-04	2	true
597           	GAMG	6.897310e-02	1.438260e-04	2	true
598           	GAMG	6.818480e-02	1.483570e-04	2	true
599           	GAMG	6.812970e-02	1.458550e-04	2	true
600           	GAMG	6.761770e-02	1.430700e-04	2	true
601           	GAMG	6.734500e-02	1.389340e-04	2	true
602           	GAMG	6.741450e-02	1.325040e-04	2	true
603           	GAMG	6.652380e-02	1.299090e-04	2	true
604           	GAMG	6.622450e-02	1.303480e-04	2	true
605           	GAMG	6.599200e-02	1.292610e-04	2	true
606           	GAMG	6.461840e-02	1.313650e-04	2	true
607           	GAMG	6.442900e-02	1.290640e-04	2	true
608           	GAMG	6.406060e-02	1.303310e-04	2	true
609           	GAMG	6.387520e-02	1.285240e-04	2	true
610           	GAMG	6.408670e-02	1.373550e-04	2	true
611           	GAMG	6.421530e-02	1.401120e-04	2	true
612           	GAMG	6.548880e-02	1.413030e-04	2	true
613           	GAMG	6.682640e-02	1.372770e-04	2	true
614           	GAMG	6.745790e-02	1.355830e-04	2	true
615           	GAMG	6.833030e-02	1.325990e-04	2	true
616           	GAMG	6.862750e-02	1.311810e-04	2	true
617           	GAMG	6.890690e-02	1.360390e-04	2	true
618           	GAMG	6.836530e-02	1.426530e-04	2	true
619           	GAMG	6.809070e-02	1.373130e-04	2	true
620           	GAMG	6.764410e-02	1.454950e-04	2	true
621           	GAMG	6.698430e-02	1.520070e-04	2	true
622           	GAMG	6.814860e-02	1.486010e-04	2	true
623           	GAMG	6.899320e-02	1.480260e-04	2	true
624           	GAMG	6.968290e-02	1.489540e-04	2	true
625           	GAMG	7.013000e-02	1.487960e-04	2	true
626           	GAMG	7.079490e-02	1.506080e-04	2	true
627           	GAMG	7.103490e-02	1.519230e-04	2	true
628           	GAMG	7.078460e-02	1.523910e-04	2	true
629           	GAMG	7.120200e-02	1.500590e-04	2	true
630           	GAMG	7.113560e-02	1.489710e-04	2	true
631           	GAMG	7.048530e-02	1.481090e-04	2	true
632           	GAMG	7.043020e-02	1.450210e-04	2	true
633           	GAMG	7.118920e-02	1.457740e-04	2	true
634           	GAMG	7.201670e-02	1.518950e-04	2	true
635           	GAMG	7.238150e-02	1.556160e-04	2	true
636           	GAMG	7.279230e-02	1.572200e-04	2	true
637           	GAMG	7.305870e-02	1.555070e-04	2	true
638           	GAMG	7.192600e-02	1.566860e-04	2	true
639           	GAMG	7.131960e-02	1.541670e-04	2	true
640           	GAMG	7.091320e-02	1.549450e-04	2	true
641           	GAMG	6.980040e-02	1.555440e-04	2	true
642           	GAMG	6.961940e-02	1.567920e-04	2	true
643           	GAMG	7.006800e-02	1.592500e-04	2	true
644           	GAMG	6.920630e-02	1.619620e-04	2	true
645           	GAMG	6.860020e-02	1.604130e-04	2	true
646           	GAMG	6.781810e-02	1.550470e-04	2	true
647           	GAMG	6.720750e-02	1.498260e-04	2	true
648           	GAMG	6.729780e-02	1.496630e-04	2	true
649           	GAMG	6.780650e-02	1.461530e-04	2	true
650           	GAMG	6.911420e-02	1.443370e-04	2	true
651           	GAMG	6.954750e-02	1.404450e-04	2	true
652           	GAMG	6.999060e-02	1.443280e-04	2	true
653           	GAMG	6.983300e-02	1.466570e-04	2	true
654           	GAMG	6.975850e-02	1.504870e-04	2	true
655           	GAMG	6.944960e-02	1.578890e-04	2	true
656           	GAMG	6.931900e-02	1.560630e-04	2	true
657           	GAMG	6.897810e-02	1.623640e-04	2	true
658           	GAMG	6.893900e-02	1.665930e-04	2	true
659           	GAMG	6.830440e-02	1.721180e-04	2	true
660           	GAMG	6.865640e-02	1.694440e-04	2	true
661           	GAMG	6.795840e-02	1.678190e-04	2	true
662           	GAMG	6.855520e-02	1.700030e-04	2	true
663           	GAMG	6.844300e-02	1.629960e-04	2	true
664           	GAMG	6.870270e-02	1.555480e-04	2	true
665           	GAMG	6.830780e-02	1.490090e-04	2	true
666           	GAMG	6.785530e-02	1.426580e-04	2	true
667           	GAMG	6.714920e-02	1.389870e-04	2	true
668           	GAMG	6.765580e-02	1.414870e-04	2	true
669           	GAMG	6.746310e-02	1.387420e-04	2	true
670           	GAMG	6.760270e-02	1.424140e-04	2	true
671           	GAMG	6.767050e-02	1.480030e-04	2	true
672           	GAMG	6.811550e-02	1.459410e-04	2	true
673           	GAMG	6.833550e-02	1.561930e-04	2	true
674           	GAMG	6.822240e-02	1.557880e-04	2	true
675           	GAMG	6.844980e-02	1.515260e-04	2	true
676           	GAMG	6.960620e-02	1.572020e-04	2	true
677           	GAMG	7.001750e-02	1.544690e-04	2	true
678           	GAMG	7.017580e-02	1.527900e-04	2	true
679           	GAMG	7.081770e-02	1.501050e-04	2	true
680           	GAMG	7.130260e-02	1.491290e-04	2	true
681           	GAMG	7.151410e-02	1.447270e-04	2	true
682           	GAMG	7.053830e-02	1.421960e-04	2	true
683           	GAMG	7.082400e-02	1.382110e-04	2	true
684           	GAMG	7.151830e-02	1.382430e-04	2	true
685           	GAMG	7.076540e-02	1.425370e-04	2	true
686           	GAMG	7.103060e-02	1.394060e-04	2	true
687           	GAMG	7.114220e-02	1.431000e-04	2	true
688           	GAMG	7.004860e-02	1.458510e-04	2	true
689           	GAMG	6.935520e-02	1.454660e-04	2	true
690           	GAMG	6.989450e-02	1.454340e-04	2	true
691           	GAMG	7.021090e-02	1.423150e-04	2	true
692           	GAMG	7.010810e-02	1.402290e-04	2	true
693           	GAMG	7.016460e-02	1.382300e-04	2	true
694           	GAMG	6.997120e-02	1.373100e-04	2	true
695           	GAMG	6.942580e-02	1.387410e-04	2	true
696           	GAMG	6.904410e-02	1.420640e-04	2	true
697           	GAMG	6.851910e-02	1.426090e-04	2	true
698           	GAMG	6.797020e-02	1.527670e-04	2	true
699           	GAMG	6.784260e-02	1.545820e-04	2	true
700           	GAMG	6.763150e-02	1.570360e-04	2	true
701           	GAMG	6.740730e-02	1.587730e-04	2	true
702           	GAMG	6.748720e-02	1.539270e-04	2	true
703           	GAMG	6.697100e-02	1.582620e-04	2	true
704           	GAMG	6.683780e-02	1.588980e-04	2	true
705           	GAMG	6.646990e-02	1.556290e-04	2	true
706           	GAMG	6.585180e-02	1.530000e-04	2	true
707           	GAMG	6.487050e-02	1.474040e-04	2	true
708           	GAMG	6.433290e-02	1.456790e-04	2	true
709           	GAMG	6.397930e-02	1.427050e-04	2	true
710           	GAMG	6.311590e-02	1.442700e-04	2	true
711           	GAMG	6.218110e-02	1.398130e-04	2	true
712           	GAMG	6.214070e-02	1.371240e-04	2	true
713           	GAMG	6.104370e-02	1.366120e-04	2	true
714           	GAMG	6.115270e-02	1.357670e-04	2	true
715           	GAMG	6.078790e-02	1.259440e-04	2	true
716           	GAMG	5.986870e-02	1.213490e-04	2	true
717           	GAMG	5.950180e-02	1.200070e-04	2	true
718           	GAMG	5.900970e-02	1.249440e-04	2	true
719           	GAMG	5.868560e-02	1.274220e-04	2	true
720           	GAMG	5.809920e-02	1.253450e-04	2	true
721           	GAMG	5.836450e-02	1.322630e-04	2	true
722           	GAMG	5.784800e-02	1.283810e-04	2	true
723           	GAMG	5.815790e-02	1.265770e-04	2	true
724           	GAMG	5.785460e-02	1.290980e-04	2	true
725           	GAMG	5.814390e-02	1.303370e-04	2	true
726           	GAMG	5.860510e-02	1.291510e-04	2	true
727           	GAMG	5.901000e-02	1.250290e-04	2	true
728           	GAMG	5.962660e-02	1.282600e-04	2	true
729           	GAMG	5.993710e-02	1.296640e-04	2	true
730           	GAMG	6.147560e-02	1.282000e-04	2	true
731           	GAMG	6.162300e-02	1.231170e-04	2	true
732           	GAMG	6.191360e-02	1.233030e-04	2	true
733           	GAMG	6.264060e-02	1.285480e-04	2	true
734           	GAMG	6.345960e-02	1.307570e-04	2	true
735           	GAMG	6.367640e-02	1.283030e-04	2	true
736           	GAMG	6.386670e-02	1.291420e-04	2	true
737           	GAMG	6.438130e-02	1.358830e-04	2	true
738           	GAMG	6.445340e-02	1.364310e-04	2	true
739           	GAMG	6.413880e-02	1.357740e-04	2	true
740           	GAMG	6.419160e-02	1.291910e-04	2	true
741           	GAMG	6.351600e-02	1.267850e-04	2	true
742           	GAMG	6.372240e-02	1.227050e-04	2	true
743           	GAMG	6.323540e-02	1.237890e-04	2	true
744           	GAMG	6.321990e-02	1.289770e-04	2	true
745           	GAMG	6.295060e-02	1.287190e-04	2	true
746           	GAMG	6.206950e-02	1.231480e-04	2	true
747           	GAMG	6.088680e-02	1.222500e-04	2	true
748           	GAMG	6.044020e-02	1.228470e-04	2	true
749           	GAMG	6.011780e-02	1.197520e-04	2	true
750           	GAMG	6.006200e-02	1.172790e-04	2	true
751           	GAMG	5.954280e-02	1.201510e-04	2	true
752           	GAMG	5.923990e-02	1.173220e-04	2	true
753           	GAMG	5.826050e-02	1.196420e-04	2	true
754           	GAMG	5.836980e-02	1.245600e-04	2	true
755           	GAMG	5.806310e-02	1.248470e-04	2	true
756           	GAMG	5.760040e-02	1.206140e-04	2	true
757           	GAMG	5.769460e-02	1.234880e-04	2	true
758           	GAMG	5.806930e-02	1.262910e-04	2	true
759           	GAMG	5.887230e-02	1.237390e-04	2	true
760           	GAMG	5.990630e-02	1.263190e-04	2	true
761           	GAMG	6.047220e-02	1.307060e-04	2	true
762           	GAMG	6.126470e-02	1.305800e-04	2	true
763           	GAMG	6.214810e-02	1.371820e-04	2	true
764           	GAMG	6.262980e-02	1.446160e-04	2	true
765           	GAMG	6.212310e-02	1.488690e-04	2	true
766           	GAMG	6.328250e-02	1.470070e-04	2	true
767           	GAMG	6.353020e-02	1.440540e-04	2	true
768           	GAMG	6.410990e-02	1.392800e-04	2	true
769           	GAMG	6.407970e-02	1.368120e-04	2	true
770           	GAMG	6.478320e-02	1.421230e-04	2	true
771           	GAMG	6.497290e-02	1.362090e-04	2	true
772           	GAMG	6.464660e-02	1.364940e-04	2	true
773           	GAMG	6.426330e-02	1.391410e-04	2	true
774           	GAMG	6.449210e-02	1.371260e-04	2	true
775           	GAMG	6.466640e-02	1.379220e-04	2	true
776           	GAMG	6.437180e-02	1.409990e-04	2	true
777           	GAMG	6.566260e-02	1.396430e-04	2	true
778           	GAMG	6.658470e-02	1.408350e-04	2	true
779           	GAMG	6.723770e-02	1.422700e-04	2	true
780           	GAMG	6.766430e-02	1.466560e-04	2	true
781           	GAMG	6.866300e-02	1.503820e-04	2	true
782           	GAMG	6.862690e-02	1.530260e-04	2	true
783           	GAMG	6.805830e-02	1.573670e-04	2	true
784           	GAMG	6.822900e-02	1.578080e-04	2	true
785           	GAMG	6.802100e-02	1.534890e-04	2	true
786           	GAMG	6.791690e-02	1.626030e-04	2	true
787           	GAMG	6.751410e-02	1.645680e-04	2	true
788           	GAMG	6.721910e-02	1.580480e-04	2	true
789           	GAMG	6.699220e-02	1.568430e-04	2	true
790           	GAMG	6.705360e-02	1.527300e-04	2	true
791           	GAMG	6.745730e-02	1.483010e-04	2	true
792           	GAMG	6.687530e-02	1.416270e-04	2	true
793           	GAMG	6.660270e-02	1.433550e-04	2	true
794           	GAMG	6.541690e-02	1.438590e-04	2	true
795           	GAMG	6.493950e-02	1.457420e-04	2	true
796           	GAMG	6.532340e-02	1.486940e-04	2	true
797           	GAMG	6.521130e-02	1.479020e-04	2	true
798           	GAMG	6.531610e-02	1.457890e-04	2	true
799           	GAMG	6.485430e-02	1.420440e-04	2	true
800           	GAMG	6.409790e-02	1.408040e-04	2	true
801           	GAMG	6.401270e-02	1.351510e-04	2	true
802           	GAMG	6.351430e-02	1.402810e-04	2	true
803           	GAMG	6.358810e-02	1.429390e-04	2	true
804           	GAMG	6.305060e-02	1.448240e-04	2	true
805           	GAMG	6.257390e-02	1.467400e-04	2	true
806           	GAMG	6.300380e-02	1.497050e-04	2	true
807           	GAMG	6.261560e-02	1.502510e-04	2	true
808           	GAMG	6.287580e-02	1.526810e-04	2	true
809           	GAMG	6.312370e-02	1.520870e-04	2	true
810           	GAMG	6.374330e-02	1.556800e-04	2	true
811           	GAMG	6.394670e-02	1.548650e-04	2	true
812           	GAMG	6.419600e-02	1.559250e-04	2	true
813           	GAMG	6.399940e-02	1.528970e-04	2	true
814           	GAMG	6.434490e-02	1.486700e-04	2	true
815           	GAMG	6.430050e-02	1.446120e-04	2	true
816           	GAMG	6.446920e-02	1.436970e-04	2	true
817           	GAMG	6.430690e-02	1.436790e-04	2	true
818           	GAMG	6.482710e-02	1.434200e-04	2	true
819           	GAMG	6.450420e-02	1.424000e-04	2	true
820           	GAMG	6.362360e-02	1.395950e-04	2	true
821           	GAMG	6.374490e-02	1.358700e-04	2	true
822           	GAMG	6.317090e-02	1.286820e-04	2	true
823           	GAMG	6.282900e-02	1.255220e-04	2	true
824           	GAMG	6.226870e-02	1.222700e-04	2	true
825           	GAMG	6.225250e-02	1.235280e-04	2	true
826           	GAMG	6.186190e-02	1.249980e-04	2	true
827           	GAMG	6.141850e-02	1.234010e-04	2	true
828           	GAMG	6.152390e-02	1.266930e-04	2	true
829           	GAMG	6.157240e-02	1.230500e-04	2	true
830           	GAMG	6.137640e-02	1.233130e-04	2	true
831           	GAMG	6.097830e-02	1.224380e-04	2	true
832           	GAMG	6.126730e-02	1.257530e-04	2	true
833           	GAMG	6.106410e-02	1.229270e-04	2	true
834           	GAMG	6.108110e-02	1.187090e-04	2	true
835           	GAMG	6.116020e-02	1.165710e-04	2	true
836           	GAMG	6.087220e-02	1.230700e-04	2	true
837           	GAMG	6.006950e-02	1.213410e-04	2	true
838           	GAMG	5.944470e-02	1.184450e-04	2	true
839           	GAMG	5.898420e-02	1.185490e-04	2	true
840           	GAMG	5.894380e-02	1.224270e-04	2	true
841           	GAMG	5.842240e-02	1.243850e-04	2	true
842           	GAMG	5.841420e-02	1.306860e-04	2	true
843           	GAMG	5.845730e-02	1.321150e-04	2	true
844           	GAMG	5.912310e-02	1.350890e-04	2	true
845           	GAMG	5.891650e-02	1.400980e-04	2	true
846           	GAMG	5.857380e-02	1.398110e-04	2	true
847           	GAMG	5.915180e-02	1.371000e-04	2	true
848           	GAMG	5.939030e-02	1.296730e-04	2	true
849           	GAMG	5.956390e-02	1.214880e-04	2	true
850           	GAMG	5.901760e-02	1.200670e-04	2	true
851           	GAMG	5.904990e-02	1.216950e-04	2	true
852           	GAMG	5.892840e-02	1.214170e-04	2	true
853           	GAMG	5.950820e-02	1.255930e-04	2	true
854           	GAMG	6.019230e-02	1.223620e-04	2	true
855           	GAMG	6.089960e-02	1.222910e-04	2	true
856           	GAMG	6.111150e-02	1.224040e-04	2	true
857           	GAMG	6.115830e-02	1.192180e-04	2	true
858           	GAMG	6.134960e-02	1.172100e-04	2	true
859           	GAMG	6.027580e-02	1.152890e-04	2	true
860           	GAMG	5.908200e-02	1.154920e-04	2	true
861           	GAMG	5.894410e-02	1.165070e-04	2	true
862           	GAMG	5.869960e-02	1.239500e-04	2	true
863           	GAMG	5.843470e-02	1.277660e-04	2	true
864           	GAMG	5.929430e-02	1.340990e-04	2	true
865           	GAMG	5.902280e-02	1.320910e-04	2	true
866           	GAMG	5.882040e-02	1.300450e-04	2	true
867           	GAMG	5.911050e-02	1.242570e-04	2	true
868           	GAMG	5.873480e-02	1.289440e-04	2	true
869           	GAMG	5.963980e-02	1.282170e-04	2	true
870           	GAMG	6.026000e-02	1.259730e-04	2	true
871           	GAMG	6.127760e-02	1.227640e-04	2	true
872           	GAMG	6.240910e-02	1.208150e-04	2	true
873           	GAMG	6.338750e-02	1.246310e-04	2	true
874           	GAMG	6.381610e-02	1.246630e-04	2	true
875           	GAMG	6.402350e-02	1.253180e-04	2	true
876           	GAMG	6.423790e-02	1.270920e-04	2	true
877           	GAMG	6.416970e-02	1.325410e-04	2	true
878           	GAMG	6.442520e-02	1.295900e-04	2	true
879           	GAMG	6.449410e-02	1.368690e-04	2	true
880           	GAMG	6.473330e-02	1.379590e-04	2	true
881           	GAMG	6.566830e-02	1.360520e-04	2	true
882           	GAMG	6.543720e-02	1.305780e-04	2	true
883           	GAMG	6.614010e-02	1.338340e-04	2	true
884           	GAMG	6.565020e-02	1.291470e-04	2	true
885           	GAMG	6.490620e-02	1.296180e-04	2	true
886           	GAMG	6.427110e-02	1.331000e-04	2	true
887           	GAMG	6.302490e-02	1.378820e-04	2	true
888           	GAMG	6.261360e-02	1.346350e-04	2	true
889           	GAMG	6.157620e-02	1.346270e-04	2	true
890           	GAMG	6.066080e-02	1.321550e-04	2	true
891           	GAMG	6.099590e-02	1.275270e-04	2	true
892           	GAMG	6.035100e-02	1.326370e-04	2	true
893           	GAMG	5.975400e-02	1.243640e-04	2	true
894           	GAMG	5.893820e-02	1.269610e-04	2	true
895           	GAMG	5.811960e-02	1.232450e-04	2	true
896           	GAMG	5.755800e-02	1.202460e-04	2	true
897           	GAMG	5.684330e-02	1.221240e-04	2	true
898           	GAMG	5.689790e-02	1.229170e-04	2	true
899           	GAMG	5.761930e-02	1.217670e-04	2	true
900           	GAMG	5.716970e-02	1.273700e-04	2	true
901           	GAMG	5.818050e-02	1.265180e-04	2	true
902           	GAMG	5.863720e-02	1.299520e-04	2	true
903           	GAMG	5.927720e-02	1.264520e-04	2	true
904           	GAMG	5.989020e-02	1.279170e-04	2	true
905           	GAMG	6.030180e-02	1.293330e-04	2	true
906           	GAMG	6.057020e-02	1.315930e-04	2	true
907           	GAMG	5.984730e-02	1.298780e-04	2	true
908           	GAMG	5.974780e-02	1.289990e-04	2	true
909           	GAMG	5.945350e-02	1.266730e-04	2	true
910           	GAMG	5.915420e-02	1.281480e-04	2	true
911           	GAMG	5.905000e-02	1.243410e-04	2	true
912           	GAMG	5.802180e-02	1.251940e-04	2	true
913           	GAMG	5.744190e-02	1.258240e-04	2	true
914           	GAMG	5.708190e-02	1.257860e-04	2	true
915           	GAMG	5.672710e-02	1.264060e-04	2	true
916           	GAMG	5.602920e-02	1.270660e-04	2	true
917           	GAMG	5.550150e-02	1.208590e-04	2	true
918           	GAMG	5.538940e-02	1.191760e-04	2	true
919           	GAMG	5.565160e-02	1.170590e-04	2	true
920           	GAMG	5.561190e-02	1.196940e-04	2	true
921           	GAMG	5.551290e-02	1.211040e-04	2	true
922           	GAMG	5.592920e-02	1.182240e-04	2	true
923           	GAMG	5.726890e-02	1.190920e-04	2	true
924           	GAMG	5.806620e-02	1.197170e-04	2	true
925           	GAMG	5.872930e-02	1.157740e-04	2	true
926           	GAMG	5.878660e-02	1.161970e-04	2	true
927           	GAMG	5.944820e-02	1.155840e-04	2	true
928           	GAMG	5.963360e-02	1.186550e-04	2	true
929           	GAMG	5.977870e-02	1.135930e-04	2	true
930           	GAMG	6.029310e-02	1.133640e-04	2	true
931           	GAMG	6.037300e-02	1.116080e-04	2	true
932           	GAMG	6.043970e-02	1.098930e-04	2	true
933           	GAMG	6.088210e-02	1.121730e-04	2	true
934           	GAMG	6.127320e-02	1.169130e-04	2	true
935           	GAMG	6.050130e-02	1.159960e-04	2	true
936           	GAMG	5.980440e-02	1.178680e-04	2	true
937           	GAMG	5.905030e-02	1.167450e-04	2	true
938           	GAMG	5.939830e-02	1.167830e-04	2	true
939           	GAMG	5.921770e-02	1.137170e-04	2	true
940           	GAMG	5.937230e-02	1.138790e-04	2	true
941           	GAMG	5.959260e-02	1.136580e-04	2	true
942           	GAMG	5.937850e-02	1.147940e-04	2	true
943           	GAMG	5.936800e-02	1.140930e-04	2	true
944           	GAMG	5.954290e-02	1.175560e-04	2	true
945           	GAMG	5.881290e-02	1.204240e-04	2	true
946           	GAMG	5.849710e-02	1.194090e-04	2	true
947           	GAMG	5.888170e-02	1.217790e-04	2	true
948           	GAMG	5.873160e-02	1.207590e-04	2	true
949           	GAMG	5.875230e-02	1.229990e-04	2	true
950           	GAMG	5.862540e-02	1.257810e-04	2	true
951           	GAMG	5.873090e-02	1.281130e-04	2	true
952           	GAMG	5.866600e-02	1.336030e-04	2	true
953           	GAMG	5.859790e-02	1.328210e-04	2	true
954           	GAMG	5.874640e-02	1.270860e-04	2	true
955           	GAMG	5.914740e-02	1.258660e-04	2	true
956           	GAMG	5.950340e-02	1.240100e-04	2	true
957           	GAMG	6.016780e-02	1.207230e-04	2	true
958           	GAMG	6.061020e-02	1.235290e-04	2	true
959           	GAMG	6.167810e-02	1.228500e-04	2	true
960           	GAMG	6.231460e-02	1.243630e-04	2	true
961           	GAMG	6.245320e-02	1.234940e-04	2	true
962           	GAMG	6.333260e-02	1.248460e-04	2	true
963           	GAMG	6.390980e-02	1.250950e-04	2	true
964           	GAMG	6.443080e-02	1.218800e-04	2	true
965           	GAMG	6.465610e-02	1.190570e-04	2	true
966           	GAMG	6.448750e-02	1.197530e-04	2	true
967           	GAMG	6.470600e-02	1.219260e-04	2	true
968           	GAMG	6.562930e-02	1.269330e-04	2	true
969           	GAMG	6.643940e-02	1.282120e-04	2	true
970           	GAMG	6.697970e-02	1.336920e-04	2	true
971           	GAMG	6.635380e-02	1.357120e-04	2	true
972           	GAMG	6.566800e-02	1.324980e-04	2	true
973           	GAMG	6.485010e-02	1.371030e-04	2	true
974           	GAMG	6.431710e-02	1.379060e-04	2	true
975           	GAMG	6.401860e-02	1.387170e-04	2	true
976           	GAMG	6.308010e-02	1.338590e-04	2	true
977           	GAMG	6.264170e-02	1.316120e-04	2	true
978           	GAMG	6.240550e-02	1.302130e-04	2	true
979           	GAMG	6.269810e-02	1.317870e-04	2	true
980           	GAMG	6.247020e-02	1.331160e-04	2	true
981           	GAMG	6.342780e-02	1.356560e-04	2	true
982           	GAMG	6.382320e-02	1.339860e-04	2	true
